agent,alternatives,comment,dataset,val
A2IKVGZNVK6LIV,"('Northwestern', 'Rice')",43.0,177.0,{'0-1': '0NA1'}
A2IKVGZNVK6LIV,"('Northwestern', 'Rice')",44.0,177.0,{'0-1': '0NA1'}
A2IKVGZNVK6LIV,"('Notre Dame', 'UT Austin', 'U Virginia')",1.0,178.0,"{'0-1': '0>1', '0-2': '0>2', '1-2': '1=2'}"
A2IKVGZNVK6LIV,"('Notre Dame', 'UT Austin', 'U Virginia')",3.0,178.0,"{'0-1': '0=1', '0-2': '0<2', '1-2': '1<2'}"
A2IKVGZNVK6LIV,"('Notre Dame', 'UT Austin', 'U Virginia')",4.0,178.0,"{'0-1': '0NA1', '0-2': '0NA2', '1-2': '1NA2'}"
A2IKVGZNVK6LIV,"('Notre Dame', 'UT Austin', 'U Virginia')",5.0,178.0,"{'0-1': '0>1', '0-2': '0>2', '1-2': '1=2'}"
A2IKVGZNVK6LIV,"('Notre Dame', 'UT Austin', 'U Virginia')",7.0,178.0,"{'0-1': '0NA1', '0-2': '0NA2', '1-2': '1NA2'}"
A2IKVGZNVK6LIV,"('Notre Dame', 'UT Austin', 'U Virginia')",9.0,178.0,"{'0-1': '0NA1', '0-2': '0NA2', '1-2': '1NA2'}"
A2IKVGZNVK6LIV,"('Notre Dame', 'UT Austin', 'U Virginia')",10.0,178.0,"{'0-1': '0NA1', '0-2': '0=2', '1-2': '1NA2'}"
A2IKVGZNVK6LIV,"('Notre Dame', 'UT Austin', 'U Virginia')",12.0,178.0,"{'0-1': '0=1', '0-2': '0>2', '1-2': '1>2'}"
A2IKVGZNVK6LIV,"('Notre Dame', 'UT Austin', 'U Virginia')",14.0,178.0,"{'0-1': '0NA1', '0-2': '0NA2', '1-2': '1NA2'}"
A2IKVGZNVK6LIV,"('Notre Dame', 'UT Austin', 'U Virginia')",16.0,178.0,"{'0-1': '0=1', '0-2': '0NA2', '1-2': '1NA2'}"
A1B58LQOBZ3ZCB,"('Yale', 'UW Madison')",46.0,176.0,{'0-1': '0>1'}
A1B58LQOBZ3ZCB,"('Yale', 'UW Madison')",47.0,176.0,{'0-1': '0NA1'}
A1B58LQOBZ3ZCB,"('Yale', 'UW Madison')",48.0,176.0,{'0-1': '0NA1'}
A1B58LQOBZ3ZCB,"('Yale', 'UW Madison')",49.0,176.0,{'0-1': '0>1'}
A1B58LQOBZ3ZCB,"('Yale', 'UW Madison')",50.0,176.0,{'0-1': '0>1'}
A1B58LQOBZ3ZCB,"('Yale', 'UW Madison')",51.0,176.0,{'0-1': '0>1'}
A1B58LQOBZ3ZCB,"('Yale', 'UW Madison')",52.0,176.0,{'0-1': '0<1'}
A1B58LQOBZ3ZCB,"('Yale', 'UW Madison')",53.0,176.0,{'0-1': '0NA1'}
A1B58LQOBZ3ZCB,"('Yale', 'UW Madison')",54.0,176.0,{'0-1': '0<1'}
A1B58LQOBZ3ZCB,"('Yale', 'UW Madison')",55.0,176.0,{'0-1': '0<1'}
A1B58LQOBZ3ZCB,"('Northwestern', 'Rice')",13.0,177.0,{'0-1': '0>1'}
A1B58LQOBZ3ZCB,"('Northwestern', 'Rice')",14.0,177.0,{'0-1': '0>1'}
A1B58LQOBZ3ZCB,"('Northwestern', 'Rice')",15.0,177.0,{'0-1': '0=1'}
A1B58LQOBZ3ZCB,"('Northwestern', 'Rice')",16.0,177.0,{'0-1': '0NA1'}
A1B58LQOBZ3ZCB,"('Northwestern', 'Rice')",17.0,177.0,{'0-1': '0>1'}
A1B58LQOBZ3ZCB,"('Northwestern', 'Rice')",18.0,177.0,{'0-1': '0=1'}
A1B58LQOBZ3ZCB,"('Northwestern', 'Rice')",19.0,177.0,{'0-1': '0NA1'}
A1B58LQOBZ3ZCB,"('Northwestern', 'Rice')",20.0,177.0,{'0-1': '0=1'}
A1B58LQOBZ3ZCB,"('Northwestern', 'Rice')",21.0,177.0,{'0-1': '0<1'}
A1B58LQOBZ3ZCB,"('Northwestern', 'Rice')",22.0,177.0,{'0-1': '0NA1'}
A3FXVNZ5VG98IP,"('Yale', 'UW Madison')",46.0,176.0,{'0-1': '0>1'}
A3FXVNZ5VG98IP,"('Yale', 'UW Madison')",47.0,176.0,{'0-1': '0>1'}
A3FXVNZ5VG98IP,"('Yale', 'UW Madison')",48.0,176.0,{'0-1': '0NA1'}
A3FXVNZ5VG98IP,"('Yale', 'UW Madison')",49.0,176.0,{'0-1': '0>1'}
A3FXVNZ5VG98IP,"('Yale', 'UW Madison')",50.0,176.0,{'0-1': '0>1'}
A3FXVNZ5VG98IP,"('Yale', 'UW Madison')",51.0,176.0,{'0-1': '0>1'}
A3FXVNZ5VG98IP,"('Yale', 'UW Madison')",52.0,176.0,{'0-1': '0<1'}
A3FXVNZ5VG98IP,"('Yale', 'UW Madison')",53.0,176.0,{'0-1': '0=1'}
A3FXVNZ5VG98IP,"('Yale', 'UW Madison')",54.0,176.0,{'0-1': '0>1'}
A3FXVNZ5VG98IP,"('Yale', 'UW Madison')",55.0,176.0,{'0-1': '0<1'}
A3FXVNZ5VG98IP,"('Northwestern', 'Rice')",13.0,177.0,{'0-1': '0>1'}
A3FXVNZ5VG98IP,"('Northwestern', 'Rice')",14.0,177.0,{'0-1': '0=1'}
A3FXVNZ5VG98IP,"('Northwestern', 'Rice')",15.0,177.0,{'0-1': '0NA1'}
A3FXVNZ5VG98IP,"('Northwestern', 'Rice')",16.0,177.0,{'0-1': '0<1'}
A3FXVNZ5VG98IP,"('Northwestern', 'Rice')",17.0,177.0,{'0-1': '0>1'}
A3FXVNZ5VG98IP,"('Northwestern', 'Rice')",18.0,177.0,{'0-1': '0=1'}
A3FXVNZ5VG98IP,"('Northwestern', 'Rice')",19.0,177.0,{'0-1': '0NA1'}
A3FXVNZ5VG98IP,"('Northwestern', 'Rice')",20.0,177.0,{'0-1': '0=1'}
A3FXVNZ5VG98IP,"('Northwestern', 'Rice')",21.0,177.0,{'0-1': '0<1'}
A3FXVNZ5VG98IP,"('Northwestern', 'Rice')",22.0,177.0,{'0-1': '0NA1'}
A3N4XL478IIO6M,"('Yale', 'UW Madison')",36.0,176.0,{'0-1': '0<1'}
A3N4XL478IIO6M,"('Yale', 'UW Madison')",37.0,176.0,{'0-1': '0NA1'}
A3N4XL478IIO6M,"('Yale', 'UW Madison')",38.0,176.0,{'0-1': '0>1'}
A3N4XL478IIO6M,"('Yale', 'UW Madison')",39.0,176.0,{'0-1': '0NA1'}
A3N4XL478IIO6M,"('Yale', 'UW Madison')",40.0,176.0,{'0-1': '0<1'}
A3N4XL478IIO6M,"('Yale', 'UW Madison')",41.0,176.0,{'0-1': '0>1'}
A3N4XL478IIO6M,"('Yale', 'UW Madison')",42.0,176.0,{'0-1': '0=1'}
A3N4XL478IIO6M,"('Yale', 'UW Madison')",43.0,176.0,{'0-1': '0>1'}
A3N4XL478IIO6M,"('Yale', 'UW Madison')",44.0,176.0,{'0-1': '0<1'}
A3N4XL478IIO6M,"('Yale', 'UW Madison')",45.0,176.0,{'0-1': '0NA1'}
A3N4XL478IIO6M,"('Northwestern', 'Rice')",1.0,177.0,{'0-1': '0>1'}
A3N4XL478IIO6M,"('Northwestern', 'Rice')",4.0,177.0,{'0-1': '0<1'}
A3N4XL478IIO6M,"('Northwestern', 'Rice')",5.0,177.0,{'0-1': '0=1'}
A3N4XL478IIO6M,"('Northwestern', 'Rice')",6.0,177.0,{'0-1': '0<1'}
A3N4XL478IIO6M,"('Northwestern', 'Rice')",7.0,177.0,{'0-1': '0>1'}
A3N4XL478IIO6M,"('Northwestern', 'Rice')",8.0,177.0,{'0-1': '0=1'}
A3N4XL478IIO6M,"('Northwestern', 'Rice')",9.0,177.0,{'0-1': '0>1'}
A3N4XL478IIO6M,"('Northwestern', 'Rice')",10.0,177.0,{'0-1': '0>1'}
A3N4XL478IIO6M,"('Northwestern', 'Rice')",11.0,177.0,{'0-1': '0<1'}
A3N4XL478IIO6M,"('Northwestern', 'Rice')",12.0,177.0,{'0-1': '0>1'}
AFE7E450NETF2,"('Yale', 'UW Madison')",46.0,176.0,{'0-1': '0>1'}
AFE7E450NETF2,"('Yale', 'UW Madison')",47.0,176.0,{'0-1': '0NA1'}
AFE7E450NETF2,"('Yale', 'UW Madison')",48.0,176.0,{'0-1': '0NA1'}
AFE7E450NETF2,"('Yale', 'UW Madison')",49.0,176.0,{'0-1': '0>1'}
AFE7E450NETF2,"('Yale', 'UW Madison')",50.0,176.0,{'0-1': '0>1'}
AFE7E450NETF2,"('Yale', 'UW Madison')",51.0,176.0,{'0-1': '0NA1'}
AFE7E450NETF2,"('Yale', 'UW Madison')",52.0,176.0,{'0-1': '0<1'}
AFE7E450NETF2,"('Yale', 'UW Madison')",53.0,176.0,{'0-1': '0=1'}
AFE7E450NETF2,"('Yale', 'UW Madison')",54.0,176.0,{'0-1': '0<1'}
AFE7E450NETF2,"('Yale', 'UW Madison')",55.0,176.0,{'0-1': '0<1'}
AFE7E450NETF2,"('Northwestern', 'Rice')",13.0,177.0,{'0-1': '0>1'}
AFE7E450NETF2,"('Northwestern', 'Rice')",14.0,177.0,{'0-1': '0>1'}
AFE7E450NETF2,"('Northwestern', 'Rice')",15.0,177.0,{'0-1': '0=1'}
AFE7E450NETF2,"('Northwestern', 'Rice')",16.0,177.0,{'0-1': '0=1'}
AFE7E450NETF2,"('Northwestern', 'Rice')",17.0,177.0,{'0-1': '0>1'}
AFE7E450NETF2,"('Northwestern', 'Rice')",18.0,177.0,{'0-1': '0>1'}
AFE7E450NETF2,"('Northwestern', 'Rice')",19.0,177.0,{'0-1': '0NA1'}
AFE7E450NETF2,"('Northwestern', 'Rice')",20.0,177.0,{'0-1': '0=1'}
AFE7E450NETF2,"('Northwestern', 'Rice')",21.0,177.0,{'0-1': '0<1'}
AFE7E450NETF2,"('Northwestern', 'Rice')",22.0,177.0,{'0-1': '0NA1'}
A2FT4AM5JF57SA,"('Yale', 'UW Madison')",36.0,176.0,{'0-1': '0<1'}
A2FT4AM5JF57SA,"('Yale', 'UW Madison')",37.0,176.0,{'0-1': '0=1'}
A2FT4AM5JF57SA,"('Yale', 'UW Madison')",38.0,176.0,{'0-1': '0>1'}
A2FT4AM5JF57SA,"('Yale', 'UW Madison')",39.0,176.0,{'0-1': '0NA1'}
A2FT4AM5JF57SA,"('Yale', 'UW Madison')",40.0,176.0,{'0-1': '0NA1'}
A2FT4AM5JF57SA,"('Yale', 'UW Madison')",41.0,176.0,{'0-1': '0>1'}
A2FT4AM5JF57SA,"('Yale', 'UW Madison')",42.0,176.0,{'0-1': '0NA1'}
A2FT4AM5JF57SA,"('Yale', 'UW Madison')",43.0,176.0,{'0-1': '0>1'}
A2FT4AM5JF57SA,"('Yale', 'UW Madison')",44.0,176.0,{'0-1': '0<1'}
A2FT4AM5JF57SA,"('Yale', 'UW Madison')",45.0,176.0,{'0-1': '0=1'}
A2FT4AM5JF57SA,"('Northwestern', 'Rice')",1.0,177.0,{'0-1': '0>1'}
A2FT4AM5JF57SA,"('Northwestern', 'Rice')",4.0,177.0,{'0-1': '0=1'}
A2FT4AM5JF57SA,"('Northwestern', 'Rice')",5.0,177.0,{'0-1': '0=1'}
A2FT4AM5JF57SA,"('Northwestern', 'Rice')",6.0,177.0,{'0-1': '0<1'}
A2FT4AM5JF57SA,"('Northwestern', 'Rice')",7.0,177.0,{'0-1': '0>1'}
A2FT4AM5JF57SA,"('Northwestern', 'Rice')",8.0,177.0,{'0-1': '0=1'}
A2FT4AM5JF57SA,"('Northwestern', 'Rice')",9.0,177.0,{'0-1': '0>1'}
A2FT4AM5JF57SA,"('Northwestern', 'Rice')",10.0,177.0,{'0-1': '0>1'}
A2FT4AM5JF57SA,"('Northwestern', 'Rice')",11.0,177.0,{'0-1': '0<1'}
A2FT4AM5JF57SA,"('Northwestern', 'Rice')",12.0,177.0,{'0-1': '0NA1'}
A1CPJ9Q4UQ0FZ3,"('Harvard', 'GeorgiaTech')",33.0,175.0,{'0-1': '0>1'}
A1CPJ9Q4UQ0FZ3,"('Harvard', 'GeorgiaTech')",34.0,175.0,{'0-1': '0>1'}
A1CPJ9Q4UQ0FZ3,"('Harvard', 'GeorgiaTech')",35.0,175.0,{'0-1': '0>1'}
A1CPJ9Q4UQ0FZ3,"('Harvard', 'GeorgiaTech')",36.0,175.0,{'0-1': '0>1'}
A1CPJ9Q4UQ0FZ3,"('Harvard', 'GeorgiaTech')",37.0,175.0,{'0-1': '0NA1'}
A1CPJ9Q4UQ0FZ3,"('Harvard', 'GeorgiaTech')",38.0,175.0,{'0-1': '0>1'}
A1CPJ9Q4UQ0FZ3,"('Harvard', 'GeorgiaTech')",39.0,175.0,{'0-1': '0>1'}
A1CPJ9Q4UQ0FZ3,"('Harvard', 'GeorgiaTech')",40.0,175.0,{'0-1': '0<1'}
A1CPJ9Q4UQ0FZ3,"('Harvard', 'GeorgiaTech')",41.0,175.0,{'0-1': '0>1'}
A1CPJ9Q4UQ0FZ3,"('Harvard', 'GeorgiaTech')",42.0,175.0,{'0-1': '0NA1'}
A1CPJ9Q4UQ0FZ3,"('Yale', 'UW Madison')",24.0,176.0,{'0-1': '0NA1'}
A1CPJ9Q4UQ0FZ3,"('Yale', 'UW Madison')",25.0,176.0,{'0-1': '0<1'}
A1CPJ9Q4UQ0FZ3,"('Yale', 'UW Madison')",26.0,176.0,{'0-1': '0<1'}
A1CPJ9Q4UQ0FZ3,"('Yale', 'UW Madison')",27.0,176.0,{'0-1': '0NA1'}
A1CPJ9Q4UQ0FZ3,"('Yale', 'UW Madison')",29.0,176.0,{'0-1': '0>1'}
A1CPJ9Q4UQ0FZ3,"('Yale', 'UW Madison')",30.0,176.0,{'0-1': '0=1'}
A1CPJ9Q4UQ0FZ3,"('Yale', 'UW Madison')",31.0,176.0,{'0-1': '0<1'}
A1CPJ9Q4UQ0FZ3,"('Yale', 'UW Madison')",33.0,176.0,{'0-1': '0>1'}
A1CPJ9Q4UQ0FZ3,"('Yale', 'UW Madison')",34.0,176.0,{'0-1': '0NA1'}
A1CPJ9Q4UQ0FZ3,"('Yale', 'UW Madison')",35.0,176.0,{'0-1': '0<1'}
A37Z894C70YGWT,"('Harvard', 'GeorgiaTech')",33.0,175.0,{'0-1': '0>1'}
A37Z894C70YGWT,"('Harvard', 'GeorgiaTech')",34.0,175.0,{'0-1': '0>1'}
A37Z894C70YGWT,"('Harvard', 'GeorgiaTech')",35.0,175.0,{'0-1': '0<1'}
A37Z894C70YGWT,"('Harvard', 'GeorgiaTech')",36.0,175.0,{'0-1': '0<1'}
A37Z894C70YGWT,"('Harvard', 'GeorgiaTech')",37.0,175.0,{'0-1': '0NA1'}
A37Z894C70YGWT,"('Harvard', 'GeorgiaTech')",38.0,175.0,{'0-1': '0>1'}
A37Z894C70YGWT,"('Harvard', 'GeorgiaTech')",39.0,175.0,{'0-1': '0>1'}
A37Z894C70YGWT,"('Harvard', 'GeorgiaTech')",40.0,175.0,{'0-1': '0<1'}
A37Z894C70YGWT,"('Harvard', 'GeorgiaTech')",41.0,175.0,{'0-1': '0>1'}
A37Z894C70YGWT,"('Harvard', 'GeorgiaTech')",42.0,175.0,{'0-1': '0>1'}
A37Z894C70YGWT,"('Yale', 'UW Madison')",24.0,176.0,{'0-1': '0NA1'}
A37Z894C70YGWT,"('Yale', 'UW Madison')",25.0,176.0,{'0-1': '0=1'}
A37Z894C70YGWT,"('Yale', 'UW Madison')",26.0,176.0,{'0-1': '0NA1'}
A37Z894C70YGWT,"('Yale', 'UW Madison')",27.0,176.0,{'0-1': '0NA1'}
A37Z894C70YGWT,"('Yale', 'UW Madison')",29.0,176.0,{'0-1': '0>1'}
A37Z894C70YGWT,"('Yale', 'UW Madison')",30.0,176.0,{'0-1': '0=1'}
A37Z894C70YGWT,"('Yale', 'UW Madison')",31.0,176.0,{'0-1': '0<1'}
A37Z894C70YGWT,"('Yale', 'UW Madison')",33.0,176.0,{'0-1': '0>1'}
A37Z894C70YGWT,"('Yale', 'UW Madison')",34.0,176.0,{'0-1': '0NA1'}
A37Z894C70YGWT,"('Yale', 'UW Madison')",35.0,176.0,{'0-1': '0<1'}
A1EWTHWYFDXQBA,"('Harvard', 'GeorgiaTech')",23.0,175.0,{'0-1': '0<1'}
A1EWTHWYFDXQBA,"('Harvard', 'GeorgiaTech')",24.0,175.0,{'0-1': '0>1'}
A1EWTHWYFDXQBA,"('Harvard', 'GeorgiaTech')",25.0,175.0,{'0-1': '0>1'}
A1EWTHWYFDXQBA,"('Harvard', 'GeorgiaTech')",26.0,175.0,{'0-1': '0>1'}
A1EWTHWYFDXQBA,"('Harvard', 'GeorgiaTech')",27.0,175.0,{'0-1': '0=1'}
A1EWTHWYFDXQBA,"('Harvard', 'GeorgiaTech')",28.0,175.0,{'0-1': '0>1'}
A1EWTHWYFDXQBA,"('Harvard', 'GeorgiaTech')",29.0,175.0,{'0-1': '0=1'}
A1EWTHWYFDXQBA,"('Harvard', 'GeorgiaTech')",30.0,175.0,{'0-1': '0=1'}
A1EWTHWYFDXQBA,"('Harvard', 'GeorgiaTech')",31.0,175.0,{'0-1': '0<1'}
A1EWTHWYFDXQBA,"('Harvard', 'GeorgiaTech')",32.0,175.0,{'0-1': '0>1'}
A1EWTHWYFDXQBA,"('Yale', 'UW Madison')",13.0,176.0,{'0-1': '0NA1'}
A1EWTHWYFDXQBA,"('Yale', 'UW Madison')",14.0,176.0,{'0-1': '0NA1'}
A1EWTHWYFDXQBA,"('Yale', 'UW Madison')",15.0,176.0,{'0-1': '0<1'}
A1EWTHWYFDXQBA,"('Yale', 'UW Madison')",16.0,176.0,{'0-1': '0>1'}
A1EWTHWYFDXQBA,"('Yale', 'UW Madison')",17.0,176.0,{'0-1': '0<1'}
A1EWTHWYFDXQBA,"('Yale', 'UW Madison')",18.0,176.0,{'0-1': '0<1'}
A1EWTHWYFDXQBA,"('Yale', 'UW Madison')",20.0,176.0,{'0-1': '0>1'}
A1EWTHWYFDXQBA,"('Yale', 'UW Madison')",21.0,176.0,{'0-1': '0NA1'}
A1EWTHWYFDXQBA,"('Yale', 'UW Madison')",22.0,176.0,{'0-1': '0=1'}
A1EWTHWYFDXQBA,"('Yale', 'UW Madison')",23.0,176.0,{'0-1': '0NA1'}
A1S8KMGKJACGVO,"('Harvard', 'GeorgiaTech')",23.0,175.0,{'0-1': '0>1'}
A1S8KMGKJACGVO,"('Harvard', 'GeorgiaTech')",24.0,175.0,{'0-1': '0>1'}
A1S8KMGKJACGVO,"('Harvard', 'GeorgiaTech')",25.0,175.0,{'0-1': '0>1'}
A1S8KMGKJACGVO,"('Harvard', 'GeorgiaTech')",26.0,175.0,{'0-1': '0>1'}
A1S8KMGKJACGVO,"('Harvard', 'GeorgiaTech')",27.0,175.0,{'0-1': '0NA1'}
A1S8KMGKJACGVO,"('Harvard', 'GeorgiaTech')",28.0,175.0,{'0-1': '0>1'}
A1S8KMGKJACGVO,"('Harvard', 'GeorgiaTech')",29.0,175.0,{'0-1': '0<1'}
A1S8KMGKJACGVO,"('Harvard', 'GeorgiaTech')",30.0,175.0,{'0-1': '0NA1'}
A1S8KMGKJACGVO,"('Harvard', 'GeorgiaTech')",31.0,175.0,{'0-1': '0=1'}
A1S8KMGKJACGVO,"('Harvard', 'GeorgiaTech')",32.0,175.0,{'0-1': '0NA1'}
A1S8KMGKJACGVO,"('Yale', 'UW Madison')",13.0,176.0,{'0-1': '0NA1'}
A1S8KMGKJACGVO,"('Yale', 'UW Madison')",14.0,176.0,{'0-1': '0NA1'}
A1S8KMGKJACGVO,"('Yale', 'UW Madison')",15.0,176.0,{'0-1': '0<1'}
A1S8KMGKJACGVO,"('Yale', 'UW Madison')",16.0,176.0,{'0-1': '0>1'}
A1S8KMGKJACGVO,"('Yale', 'UW Madison')",17.0,176.0,{'0-1': '0<1'}
A1S8KMGKJACGVO,"('Yale', 'UW Madison')",18.0,176.0,{'0-1': '0<1'}
A1S8KMGKJACGVO,"('Yale', 'UW Madison')",20.0,176.0,{'0-1': '0>1'}
A1S8KMGKJACGVO,"('Yale', 'UW Madison')",21.0,176.0,{'0-1': '0NA1'}
A1S8KMGKJACGVO,"('Yale', 'UW Madison')",22.0,176.0,{'0-1': '0NA1'}
A1S8KMGKJACGVO,"('Yale', 'UW Madison')",23.0,176.0,{'0-1': '0>1'}
A20FCMWP43CVIU,"('Harvard', 'GeorgiaTech')",23.0,175.0,{'0-1': '0>1'}
A20FCMWP43CVIU,"('Harvard', 'GeorgiaTech')",24.0,175.0,{'0-1': '0>1'}
A20FCMWP43CVIU,"('Harvard', 'GeorgiaTech')",25.0,175.0,{'0-1': '0>1'}
A20FCMWP43CVIU,"('Harvard', 'GeorgiaTech')",26.0,175.0,{'0-1': '0>1'}
A20FCMWP43CVIU,"('Harvard', 'GeorgiaTech')",27.0,175.0,{'0-1': '0>1'}
A20FCMWP43CVIU,"('Harvard', 'GeorgiaTech')",28.0,175.0,{'0-1': '0>1'}
A20FCMWP43CVIU,"('Harvard', 'GeorgiaTech')",29.0,175.0,{'0-1': '0<1'}
A20FCMWP43CVIU,"('Harvard', 'GeorgiaTech')",30.0,175.0,{'0-1': '0=1'}
A20FCMWP43CVIU,"('Harvard', 'GeorgiaTech')",31.0,175.0,{'0-1': '0<1'}
A20FCMWP43CVIU,"('Harvard', 'GeorgiaTech')",32.0,175.0,{'0-1': '0>1'}
A20FCMWP43CVIU,"('Yale', 'UW Madison')",13.0,176.0,{'0-1': '0=1'}
A20FCMWP43CVIU,"('Yale', 'UW Madison')",14.0,176.0,{'0-1': '0NA1'}
A20FCMWP43CVIU,"('Yale', 'UW Madison')",15.0,176.0,{'0-1': '0<1'}
A20FCMWP43CVIU,"('Yale', 'UW Madison')",16.0,176.0,{'0-1': '0>1'}
A20FCMWP43CVIU,"('Yale', 'UW Madison')",17.0,176.0,{'0-1': '0<1'}
A20FCMWP43CVIU,"('Yale', 'UW Madison')",18.0,176.0,{'0-1': '0<1'}
A20FCMWP43CVIU,"('Yale', 'UW Madison')",20.0,176.0,{'0-1': '0<1'}
A20FCMWP43CVIU,"('Yale', 'UW Madison')",21.0,176.0,{'0-1': '0<1'}
A20FCMWP43CVIU,"('Yale', 'UW Madison')",22.0,176.0,{'0-1': '0<1'}
A20FCMWP43CVIU,"('Yale', 'UW Madison')",23.0,176.0,{'0-1': '0>1'}
A11ILN5YSUDVG8,"('Harvard', 'GeorgiaTech')",12.0,175.0,{'0-1': '0=1'}
A11ILN5YSUDVG8,"('Harvard', 'GeorgiaTech')",13.0,175.0,{'0-1': '0NA1'}
A11ILN5YSUDVG8,"('Harvard', 'GeorgiaTech')",14.0,175.0,{'0-1': '0NA1'}
A11ILN5YSUDVG8,"('Harvard', 'GeorgiaTech')",16.0,175.0,{'0-1': '0<1'}
A11ILN5YSUDVG8,"('Harvard', 'GeorgiaTech')",17.0,175.0,{'0-1': '0<1'}
A11ILN5YSUDVG8,"('Harvard', 'GeorgiaTech')",18.0,175.0,{'0-1': '0>1'}
A11ILN5YSUDVG8,"('Harvard', 'GeorgiaTech')",19.0,175.0,{'0-1': '0NA1'}
A11ILN5YSUDVG8,"('Harvard', 'GeorgiaTech')",20.0,175.0,{'0-1': '0<1'}
A11ILN5YSUDVG8,"('Harvard', 'GeorgiaTech')",21.0,175.0,{'0-1': '0<1'}
A11ILN5YSUDVG8,"('Harvard', 'GeorgiaTech')",22.0,175.0,{'0-1': '0NA1'}
A11ILN5YSUDVG8,"('Yale', 'UW Madison')",1.0,176.0,{'0-1': '0NA1'}
A11ILN5YSUDVG8,"('Yale', 'UW Madison')",2.0,176.0,{'0-1': '0<1'}
A11ILN5YSUDVG8,"('Yale', 'UW Madison')",3.0,176.0,{'0-1': '0<1'}
A11ILN5YSUDVG8,"('Yale', 'UW Madison')",4.0,176.0,{'0-1': '0>1'}
A11ILN5YSUDVG8,"('Yale', 'UW Madison')",6.0,176.0,{'0-1': '0>1'}
A11ILN5YSUDVG8,"('Yale', 'UW Madison')",7.0,176.0,{'0-1': '0NA1'}
A11ILN5YSUDVG8,"('Yale', 'UW Madison')",8.0,176.0,{'0-1': '0>1'}
A11ILN5YSUDVG8,"('Yale', 'UW Madison')",9.0,176.0,{'0-1': '0<1'}
A11ILN5YSUDVG8,"('Yale', 'UW Madison')",10.0,176.0,{'0-1': '0NA1'}
A11ILN5YSUDVG8,"('Yale', 'UW Madison')",12.0,176.0,{'0-1': '0<1'}
A3FB048387TC06,"('Harvard', 'GeorgiaTech')",12.0,175.0,{'0-1': '0<1'}
A3FB048387TC06,"('Harvard', 'GeorgiaTech')",13.0,175.0,{'0-1': '0NA1'}
A3FB048387TC06,"('Harvard', 'GeorgiaTech')",14.0,175.0,{'0-1': '0NA1'}
A3FB048387TC06,"('Harvard', 'GeorgiaTech')",16.0,175.0,{'0-1': '0NA1'}
A3FB048387TC06,"('Harvard', 'GeorgiaTech')",17.0,175.0,{'0-1': '0<1'}
A3FB048387TC06,"('Harvard', 'GeorgiaTech')",18.0,175.0,{'0-1': '0>1'}
A3FB048387TC06,"('Harvard', 'GeorgiaTech')",19.0,175.0,{'0-1': '0>1'}
A3FB048387TC06,"('Harvard', 'GeorgiaTech')",20.0,175.0,{'0-1': '0>1'}
A3FB048387TC06,"('Harvard', 'GeorgiaTech')",21.0,175.0,{'0-1': '0<1'}
A3FB048387TC06,"('Harvard', 'GeorgiaTech')",22.0,175.0,{'0-1': '0NA1'}
A3FB048387TC06,"('Yale', 'UW Madison')",1.0,176.0,{'0-1': '0NA1'}
A3FB048387TC06,"('Yale', 'UW Madison')",2.0,176.0,{'0-1': '0<1'}
A3FB048387TC06,"('Yale', 'UW Madison')",3.0,176.0,{'0-1': '0<1'}
A3FB048387TC06,"('Yale', 'UW Madison')",4.0,176.0,{'0-1': '0>1'}
A3FB048387TC06,"('Yale', 'UW Madison')",6.0,176.0,{'0-1': '0NA1'}
A3FB048387TC06,"('Yale', 'UW Madison')",7.0,176.0,{'0-1': '0NA1'}
A3FB048387TC06,"('Yale', 'UW Madison')",8.0,176.0,{'0-1': '0<1'}
A3FB048387TC06,"('Yale', 'UW Madison')",9.0,176.0,{'0-1': '0<1'}
A3FB048387TC06,"('Yale', 'UW Madison')",10.0,176.0,{'0-1': '0<1'}
A3FB048387TC06,"('Yale', 'UW Madison')",12.0,176.0,{'0-1': '0<1'}
A3GNI7QP157MTF,"('Keynon', 'UCSD')",34.0,174.0,{'0-1': '0NA1'}
A3GNI7QP157MTF,"('Keynon', 'UCSD')",35.0,174.0,{'0-1': '0NA1'}
A3GNI7QP157MTF,"('Keynon', 'UCSD')",36.0,174.0,{'0-1': '0NA1'}
A3GNI7QP157MTF,"('Keynon', 'UCSD')",37.0,174.0,{'0-1': '0NA1'}
A3GNI7QP157MTF,"('Keynon', 'UCSD')",38.0,174.0,{'0-1': '0NA1'}
A3GNI7QP157MTF,"('Keynon', 'UCSD')",39.0,174.0,{'0-1': '0NA1'}
A3GNI7QP157MTF,"('Keynon', 'UCSD')",41.0,174.0,{'0-1': '0NA1'}
A3GNI7QP157MTF,"('Keynon', 'UCSD')",42.0,174.0,{'0-1': '0NA1'}
A3GNI7QP157MTF,"('Harvard', 'GeorgiaTech')",1.0,175.0,{'0-1': '0=1'}
A3GNI7QP157MTF,"('Harvard', 'GeorgiaTech')",2.0,175.0,{'0-1': '0<1'}
A3GNI7QP157MTF,"('Harvard', 'GeorgiaTech')",3.0,175.0,{'0-1': '0NA1'}
A3GNI7QP157MTF,"('Harvard', 'GeorgiaTech')",4.0,175.0,{'0-1': '0NA1'}
A3GNI7QP157MTF,"('Harvard', 'GeorgiaTech')",5.0,175.0,{'0-1': '0<1'}
A3GNI7QP157MTF,"('Harvard', 'GeorgiaTech')",6.0,175.0,{'0-1': '0<1'}
