Dataset,Comment,Alternative1,Alternative2,Label
178,5,University of Texas at Austin,University of Virginia,0
178,7,University of Notre Dame,University of Texas at Austin,0
178,7,University of Notre Dame,University of Virginia,0
178,7,University of Texas at Austin,University of Virginia,0
178,9,University of Notre Dame,University of Texas at Austin,1
178,9,University of Notre Dame,University of Virginia,0
178,9,University of Texas at Austin,University of Virginia,0
178,10,University of Notre Dame,University of Texas at Austin,0
178,10,University of Notre Dame,University of Virginia,3
178,10,University of Texas at Austin,University of Virginia,0
178,12,University of Notre Dame,University of Texas at Austin,3
178,12,University of Notre Dame,University of Virginia,1
178,12,University of Texas at Austin,University of Virginia,1
178,14,University of Notre Dame,University of Texas at Austin,0
178,14,University of Notre Dame,University of Virginia,0
178,14,University of Texas at Austin,University of Virginia,0
178,16,University of Notre Dame,University of Texas at Austin,1
178,16,University of Notre Dame,University of Virginia,0
178,16,University of Texas at Austin,University of Virginia,0
176,46,Yale University,University of Wisconsin-Madison,1
176,47,Yale University,University of Wisconsin-Madison,0
176,48,Yale University,University of Wisconsin-Madison,0
176,49,Yale University,University of Wisconsin-Madison,1
176,50,Yale University,University of Wisconsin-Madison,1
176,51,Yale University,University of Wisconsin-Madison,1
176,52,Yale University,University of Wisconsin-Madison,2
176,53,Yale University,University of Wisconsin-Madison,3
176,54,Yale University,University of Wisconsin-Madison,2
176,55,Yale University,University of Wisconsin-Madison,2
177,13,Northwestern University,Rice University,1
177,14,Northwestern University,Rice University,1
177,15,Northwestern University,Rice University,3
177,16,Northwestern University,Rice University,2
177,17,Northwestern University,Rice University,1
177,18,Northwestern University,Rice University,3
177,19,Northwestern University,Rice University,0
177,20,Northwestern University,Rice University,3
177,21,Northwestern University,Rice University,2
177,22,Northwestern University,Rice University,0
176,36,Yale University,University of Wisconsin-Madison,2
176,37,Yale University,University of Wisconsin-Madison,3
176,38,Yale University,University of Wisconsin-Madison,1
176,39,Yale University,University of Wisconsin-Madison,0
176,40,Yale University,University of Wisconsin-Madison,0
176,41,Yale University,University of Wisconsin-Madison,1
176,42,Yale University,University of Wisconsin-Madison,0
176,43,Yale University,University of Wisconsin-Madison,1
176,44,Yale University,University of Wisconsin-Madison,2
176,45,Yale University,University of Wisconsin-Madison,3
177,1,Northwestern University,Rice University,1
177,4,Northwestern University,Rice University,3
177,5,Northwestern University,Rice University,3
177,6,Northwestern University,Rice University,2
177,7,Northwestern University,Rice University,1
177,8,Northwestern University,Rice University,3
177,9,Northwestern University,Rice University,1
177,10,Northwestern University,Rice University,1
177,11,Northwestern University,Rice University,2
177,12,Northwestern University,Rice University,0
175,33,Harvard University,Georgia Institute of Technology,1
175,34,Harvard University,Georgia Institute of Technology,1
175,35,Harvard University,Georgia Institute of Technology,1
175,36,Harvard University,Georgia Institute of Technology,1
175,37,Harvard University,Georgia Institute of Technology,0
175,38,Harvard University,Georgia Institute of Technology,1
175,39,Harvard University,Georgia Institute of Technology,1
175,40,Harvard University,Georgia Institute of Technology,2
175,41,Harvard University,Georgia Institute of Technology,1
175,42,Harvard University,Georgia Institute of Technology,0
176,24,Yale University,University of Wisconsin-Madison,0
176,25,Yale University,University of Wisconsin-Madison,3
176,26,Yale University,University of Wisconsin-Madison,0
176,27,Yale University,University of Wisconsin-Madison,0
176,29,Yale University,University of Wisconsin-Madison,1
176,30,Yale University,University of Wisconsin-Madison,3
176,31,Yale University,University of Wisconsin-Madison,2
176,33,Yale University,University of Wisconsin-Madison,1
176,34,Yale University,University of Wisconsin-Madison,0
176,35,Yale University,University of Wisconsin-Madison,2
175,23,Harvard University,Georgia Institute of Technology,1
175,24,Harvard University,Georgia Institute of Technology,1
175,25,Harvard University,Georgia Institute of Technology,1
175,26,Harvard University,Georgia Institute of Technology,1
175,27,Harvard University,Georgia Institute of Technology,1
175,28,Harvard University,Georgia Institute of Technology,1
175,29,Harvard University,Georgia Institute of Technology,2
175,30,Harvard University,Georgia Institute of Technology,3
175,31,Harvard University,Georgia Institute of Technology,2
175,32,Harvard University,Georgia Institute of Technology,1
176,13,Yale University,University of Wisconsin-Madison,0
176,14,Yale University,University of Wisconsin-Madison,0
176,15,Yale University,University of Wisconsin-Madison,2
176,16,Yale University,University of Wisconsin-Madison,1
176,17,Yale University,University of Wisconsin-Madison,2
176,18,Yale University,University of Wisconsin-Madison,2
176,20,Yale University,University of Wisconsin-Madison,1
176,21,Yale University,University of Wisconsin-Madison,0
176,22,Yale University,University of Wisconsin-Madison,2
176,23,Yale University,University of Wisconsin-Madison,1
175,12,Harvard University,Georgia Institute of Technology,3
175,13,Harvard University,Georgia Institute of Technology,0
175,14,Harvard University,Georgia Institute of Technology,0
175,16,Harvard University,Georgia Institute of Technology,2
175,17,Harvard University,Georgia Institute of Technology,2
175,18,Harvard University,Georgia Institute of Technology,1
175,19,Harvard University,Georgia Institute of Technology,0
175,20,Harvard University,Georgia Institute of Technology,1
175,21,Harvard University,Georgia Institute of Technology,2
175,22,Harvard University,Georgia Institute of Technology,0
176,1,Yale University,University of Wisconsin-Madison,0
176,2,Yale University,University of Wisconsin-Madison,2
176,3,Yale University,University of Wisconsin-Madison,2
176,4,Yale University,University of Wisconsin-Madison,1
176,6,Yale University,University of Wisconsin-Madison,1
176,7,Yale University,University of Wisconsin-Madison,0
176,8,Yale University,University of Wisconsin-Madison,2
176,9,Yale University,University of Wisconsin-Madison,2
176,10,Yale University,University of Wisconsin-Madison,0
176,12,Yale University,University of Wisconsin-Madison,2
174,34,Kenyon College,"University of California, San Diego",0
174,35,Kenyon College,"University of California, San Diego",1
174,36,Kenyon College,"University of California, San Diego",1
174,37,Kenyon College,"University of California, San Diego",1
174,38,Kenyon College,"University of California, San Diego",1
174,39,Kenyon College,"University of California, San Diego",1
174,41,Kenyon College,"University of California, San Diego",0
174,42,Kenyon College,"University of California, San Diego",2
175,1,Harvard University,Georgia Institute of Technology,1
175,2,Harvard University,Georgia Institute of Technology,2
175,3,Harvard University,Georgia Institute of Technology,1
175,4,Harvard University,Georgia Institute of Technology,2
175,5,Harvard University,Georgia Institute of Technology,2
175,6,Harvard University,Georgia Institute of Technology,2
175,7,Harvard University,Georgia Institute of Technology,2
175,9,Harvard University,Georgia Institute of Technology,0
175,10,Harvard University,Georgia Institute of Technology,0
175,11,Harvard University,Georgia Institute of Technology,2
197,44,University of Chicago,Stanford University,2
197,45,University of Chicago,Stanford University,0
173,35,Vanderbilt University,Northwestern University,0
173,36,Vanderbilt University,Northwestern University,1
173,37,Vanderbilt University,Northwestern University,1
173,38,Vanderbilt University,Northwestern University,1
173,39,Vanderbilt University,Northwestern University,1
173,41,Vanderbilt University,Northwestern University,1
173,42,Vanderbilt University,Northwestern University,0
173,43,Vanderbilt University,Northwestern University,0
173,44,Vanderbilt University,Northwestern University,1
173,45,Vanderbilt University,Northwestern University,0
174,16,Kenyon College,"University of California, San Diego",1
174,17,Kenyon College,"University of California, San Diego",1
174,19,Kenyon College,"University of California, San Diego",1
174,21,Kenyon College,"University of California, San Diego",0
174,22,Kenyon College,"University of California, San Diego",1
174,26,Kenyon College,"University of California, San Diego",0
174,28,Kenyon College,"University of California, San Diego",2
174,29,Kenyon College,"University of California, San Diego",0
174,30,Kenyon College,"University of California, San Diego",0
174,33,Kenyon College,"University of California, San Diego",0
173,24,Vanderbilt University,Northwestern University,0
173,25,Vanderbilt University,Northwestern University,0
173,26,Vanderbilt University,Northwestern University,1
173,27,Vanderbilt University,Northwestern University,1
173,28,Vanderbilt University,Northwestern University,1
173,29,Vanderbilt University,Northwestern University,1
173,30,Vanderbilt University,Northwestern University,0
173,32,Vanderbilt University,Northwestern University,1
173,33,Vanderbilt University,Northwestern University,1
173,34,Vanderbilt University,Northwestern University,1
174,1,Kenyon College,"University of California, San Diego",0
174,2,Kenyon College,"University of California, San Diego",2
174,3,Kenyon College,"University of California, San Diego",1
174,6,Kenyon College,"University of California, San Diego",0
174,7,Kenyon College,"University of California, San Diego",1
174,8,Kenyon College,"University of California, San Diego",0
174,9,Kenyon College,"University of California, San Diego",0
174,10,Kenyon College,"University of California, San Diego",0
174,12,Kenyon College,"University of California, San Diego",1
174,14,Kenyon College,"University of California, San Diego",0
171,55,Hamilton College,Wesleyan University,0
171,55,Hamilton College,Georgia Institute of Technology,0
171,55,Wesleyan University,Georgia Institute of Technology,0
171,56,Hamilton College,Wesleyan University,0
171,56,Hamilton College,Georgia Institute of Technology,0
171,56,Wesleyan University,Georgia Institute of Technology,0
171,57,Hamilton College,Wesleyan University,1
171,57,Hamilton College,Georgia Institute of Technology,0
171,57,Wesleyan University,Georgia Institute of Technology,0
171,58,Hamilton College,Wesleyan University,1
171,58,Hamilton College,Georgia Institute of Technology,0
171,58,Wesleyan University,Georgia Institute of Technology,0
171,59,Hamilton College,Wesleyan University,3
171,59,Hamilton College,Georgia Institute of Technology,3
171,59,Wesleyan University,Georgia Institute of Technology,3
173,13,Vanderbilt University,Northwestern University,3
173,14,Vanderbilt University,Northwestern University,1
173,15,Vanderbilt University,Northwestern University,0
173,16,Vanderbilt University,Northwestern University,2
173,17,Vanderbilt University,Northwestern University,0
173,18,Vanderbilt University,Northwestern University,1
173,19,Vanderbilt University,Northwestern University,1
173,21,Vanderbilt University,Northwestern University,1
173,22,Vanderbilt University,Northwestern University,1
173,23,Vanderbilt University,Northwestern University,0
178,34,University of Notre Dame,University of Texas at Austin,0
178,34,University of Notre Dame,University of Virginia,0
178,34,University of Texas at Austin,University of Virginia,0
178,35,University of Notre Dame,University of Texas at Austin,0
178,35,University of Notre Dame,University of Virginia,0
178,35,University of Texas at Austin,University of Virginia,0
178,36,University of Notre Dame,University of Texas at Austin,0
178,36,University of Notre Dame,University of Virginia,0
178,36,University of Texas at Austin,University of Virginia,0
178,38,University of Notre Dame,University of Texas at Austin,3
178,38,University of Notre Dame,University of Virginia,3
178,38,University of Texas at Austin,University of Virginia,3
178,42,University of Notre Dame,University of Texas at Austin,3
178,42,University of Notre Dame,University of Virginia,3
178,42,University of Texas at Austin,University of Virginia,3
171,41,Hamilton College,Wesleyan University,1
171,41,Hamilton College,Georgia Institute of Technology,3
171,41,Wesleyan University,Georgia Institute of Technology,2
171,42,Hamilton College,Wesleyan University,2
171,42,Hamilton College,Georgia Institute of Technology,0
171,42,Wesleyan University,Georgia Institute of Technology,3
171,47,Hamilton College,Wesleyan University,0
171,47,Hamilton College,Georgia Institute of Technology,0
171,47,Wesleyan University,Georgia Institute of Technology,0
171,48,Hamilton College,Wesleyan University,0
171,48,Hamilton College,Georgia Institute of Technology,0
171,48,Wesleyan University,Georgia Institute of Technology,0
171,49,Hamilton College,Wesleyan University,2
171,49,Hamilton College,Georgia Institute of Technology,2
171,49,Wesleyan University,Georgia Institute of Technology,3
171,50,Hamilton College,Wesleyan University,1
171,50,Hamilton College,Georgia Institute of Technology,3
171,50,Wesleyan University,Georgia Institute of Technology,2
171,51,Hamilton College,Wesleyan University,2
171,51,Hamilton College,Georgia Institute of Technology,0
171,51,Wesleyan University,Georgia Institute of Technology,3
171,52,Hamilton College,Wesleyan University,0
171,52,Hamilton College,Georgia Institute of Technology,0
171,52,Wesleyan University,Georgia Institute of Technology,0
171,53,Hamilton College,Wesleyan University,2
171,53,Hamilton College,Georgia Institute of Technology,0
171,53,Wesleyan University,Georgia Institute of Technology,1
171,54,Hamilton College,Wesleyan University,1
171,54,Hamilton College,Georgia Institute of Technology,1
171,54,Wesleyan University,Georgia Institute of Technology,0
173,1,Vanderbilt University,Northwestern University,0
173,2,Vanderbilt University,Northwestern University,1
173,3,Vanderbilt University,Northwestern University,1
173,5,Vanderbilt University,Northwestern University,1
173,6,Vanderbilt University,Northwestern University,0
173,7,Vanderbilt University,Northwestern University,1
173,9,Vanderbilt University,Northwestern University,1
173,10,Vanderbilt University,Northwestern University,1
173,11,Vanderbilt University,Northwestern University,1
173,12,Vanderbilt University,Northwestern University,1
170,46,Amherst College,Dartmouth College,1
170,47,Amherst College,Dartmouth College,2
170,48,Amherst College,Dartmouth College,0
170,50,Amherst College,Dartmouth College,0
170,52,Amherst College,Dartmouth College,0
170,53,Amherst College,Dartmouth College,0
171,23,Hamilton College,Wesleyan University,2
171,23,Hamilton College,Georgia Institute of Technology,0
171,23,Wesleyan University,Georgia Institute of Technology,0
171,24,Hamilton College,Wesleyan University,3
171,24,Hamilton College,Georgia Institute of Technology,0
171,24,Wesleyan University,Georgia Institute of Technology,0
171,25,Hamilton College,Wesleyan University,0
171,25,Hamilton College,Georgia Institute of Technology,0
171,25,Wesleyan University,Georgia Institute of Technology,0
171,28,Hamilton College,Wesleyan University,0
171,28,Hamilton College,Georgia Institute of Technology,1
171,28,Wesleyan University,Georgia Institute of Technology,1
171,29,Hamilton College,Wesleyan University,0
171,29,Hamilton College,Georgia Institute of Technology,1
171,29,Wesleyan University,Georgia Institute of Technology,0
171,30,Hamilton College,Wesleyan University,2
171,30,Hamilton College,Georgia Institute of Technology,0
171,30,Wesleyan University,Georgia Institute of Technology,1
171,31,Hamilton College,Wesleyan University,3
171,31,Hamilton College,Georgia Institute of Technology,3
171,31,Wesleyan University,Georgia Institute of Technology,3
171,32,Hamilton College,Wesleyan University,2
171,32,Hamilton College,Georgia Institute of Technology,0
171,32,Wesleyan University,Georgia Institute of Technology,1
171,39,Hamilton College,Wesleyan University,3
171,39,Hamilton College,Georgia Institute of Technology,1
171,39,Wesleyan University,Georgia Institute of Technology,1
171,40,Hamilton College,Wesleyan University,0
171,40,Hamilton College,Georgia Institute of Technology,0
171,40,Wesleyan University,Georgia Institute of Technology,0
186,52,Duke University,"University of California, Berkeley",3
186,53,Duke University,"University of California, Berkeley",3
186,54,Duke University,"University of California, Berkeley",3
186,55,Duke University,"University of California, Berkeley",0
170,35,Amherst College,Dartmouth College,2
170,36,Amherst College,Dartmouth College,0
170,37,Amherst College,Dartmouth College,0
170,38,Amherst College,Dartmouth College,1
170,39,Amherst College,Dartmouth College,2
170,40,Amherst College,Dartmouth College,0
170,41,Amherst College,Dartmouth College,2
170,42,Amherst College,Dartmouth College,0
170,43,Amherst College,Dartmouth College,0
170,44,Amherst College,Dartmouth College,0
171,2,Hamilton College,Wesleyan University,3
171,2,Hamilton College,Georgia Institute of Technology,1
171,2,Wesleyan University,Georgia Institute of Technology,1
171,4,Hamilton College,Wesleyan University,3
171,4,Hamilton College,Georgia Institute of Technology,2
171,4,Wesleyan University,Georgia Institute of Technology,2
171,5,Hamilton College,Wesleyan University,3
171,5,Hamilton College,Georgia Institute of Technology,0
171,5,Wesleyan University,Georgia Institute of Technology,0
171,8,Hamilton College,Wesleyan University,3
171,8,Hamilton College,Georgia Institute of Technology,0
171,8,Wesleyan University,Georgia Institute of Technology,1
171,12,Hamilton College,Wesleyan University,0
171,12,Hamilton College,Georgia Institute of Technology,0
171,12,Wesleyan University,Georgia Institute of Technology,0
171,15,Hamilton College,Wesleyan University,1
171,15,Hamilton College,Georgia Institute of Technology,1
171,15,Wesleyan University,Georgia Institute of Technology,0
171,17,Hamilton College,Wesleyan University,3
171,17,Hamilton College,Georgia Institute of Technology,1
171,17,Wesleyan University,Georgia Institute of Technology,1
171,20,Hamilton College,Wesleyan University,1
171,20,Hamilton College,Georgia Institute of Technology,3
171,20,Wesleyan University,Georgia Institute of Technology,2
171,21,Hamilton College,Wesleyan University,1
171,21,Hamilton College,Georgia Institute of Technology,3
171,21,Wesleyan University,Georgia Institute of Technology,2
171,22,Hamilton College,Wesleyan University,0
171,22,Hamilton College,Georgia Institute of Technology,0
171,22,Wesleyan University,Georgia Institute of Technology,0
169,28,Brown University,"University of California, Berkeley",3
169,28,Brown University,Duke University,3
169,28,"University of California, Berkeley",Duke University,2
169,29,Brown University,"University of California, Berkeley",3
169,29,Brown University,Duke University,3
169,29,"University of California, Berkeley",Duke University,1
169,30,Brown University,"University of California, Berkeley",1
169,30,Brown University,Duke University,0
169,30,"University of California, Berkeley",Duke University,2
169,31,Brown University,"University of California, Berkeley",0
169,31,Brown University,Duke University,2
169,31,"University of California, Berkeley",Duke University,2
169,32,Brown University,"University of California, Berkeley",1
169,32,Brown University,Duke University,0
169,32,"University of California, Berkeley",Duke University,2
169,33,Brown University,"University of California, Berkeley",1
169,33,Brown University,Duke University,0
169,33,"University of California, Berkeley",Duke University,1
169,34,Brown University,"University of California, Berkeley",0
169,34,Brown University,Duke University,0
169,34,"University of California, Berkeley",Duke University,2
169,35,Brown University,"University of California, Berkeley",1
169,35,Brown University,Duke University,0
169,35,"University of California, Berkeley",Duke University,1
169,36,Brown University,"University of California, Berkeley",2
169,36,Brown University,Duke University,0
169,36,"University of California, Berkeley",Duke University,1
169,38,Brown University,"University of California, Berkeley",2
169,38,Brown University,Duke University,3
169,38,"University of California, Berkeley",Duke University,2
170,1,Amherst College,Dartmouth College,0
170,2,Amherst College,Dartmouth College,3
170,3,Amherst College,Dartmouth College,0
170,4,Amherst College,Dartmouth College,0
170,5,Amherst College,Dartmouth College,1
170,6,Amherst College,Dartmouth College,0
170,8,Amherst College,Dartmouth College,1
170,10,Amherst College,Dartmouth College,0
170,11,Amherst College,Dartmouth College,2
170,12,Amherst College,Dartmouth College,1
166,102,Stanford University,University of Illinois at Urbana-Champaign,0
166,102,Stanford University,University of Southern California,0
166,102,University of Illinois at Urbana-Champaign,University of Southern California,0
166,103,Stanford University,University of Illinois at Urbana-Champaign,0
166,103,Stanford University,University of Southern California,0
166,103,University of Illinois at Urbana-Champaign,University of Southern California,0
166,104,Stanford University,University of Illinois at Urbana-Champaign,0
166,104,Stanford University,University of Southern California,0
166,104,University of Illinois at Urbana-Champaign,University of Southern California,0
166,105,Stanford University,University of Illinois at Urbana-Champaign,0
166,105,Stanford University,University of Southern California,0
166,105,University of Illinois at Urbana-Champaign,University of Southern California,0
166,108,Stanford University,University of Illinois at Urbana-Champaign,0
166,108,Stanford University,University of Southern California,0
166,108,University of Illinois at Urbana-Champaign,University of Southern California,0
166,109,Stanford University,University of Illinois at Urbana-Champaign,0
166,109,Stanford University,University of Southern California,0
166,109,University of Illinois at Urbana-Champaign,University of Southern California,0
169,15,Brown University,"University of California, Berkeley",1
169,15,Brown University,Duke University,3
169,15,"University of California, Berkeley",Duke University,2
169,16,Brown University,"University of California, Berkeley",0
169,16,Brown University,Duke University,0
169,16,"University of California, Berkeley",Duke University,0
169,17,Brown University,"University of California, Berkeley",0
169,17,Brown University,Duke University,0
169,17,"University of California, Berkeley",Duke University,0
169,18,Brown University,"University of California, Berkeley",2
169,18,Brown University,Duke University,0
169,18,"University of California, Berkeley",Duke University,1
169,20,Brown University,"University of California, Berkeley",2
169,20,Brown University,Duke University,0
169,20,"University of California, Berkeley",Duke University,1
169,21,Brown University,"University of California, Berkeley",0
169,21,Brown University,Duke University,0
169,21,"University of California, Berkeley",Duke University,0
169,22,Brown University,"University of California, Berkeley",2
169,22,Brown University,Duke University,2
169,22,"University of California, Berkeley",Duke University,1
169,24,Brown University,"University of California, Berkeley",0
169,24,Brown University,Duke University,0
169,24,"University of California, Berkeley",Duke University,0
169,25,Brown University,"University of California, Berkeley",0
169,25,Brown University,Duke University,0
169,25,"University of California, Berkeley",Duke University,0
169,27,Brown University,"University of California, Berkeley",0
169,27,Brown University,Duke University,2
169,27,"University of California, Berkeley",Duke University,2
185,51,Boston College,Georgetown University,0
185,53,Boston College,Georgetown University,0
185,54,Boston College,Georgetown University,0
185,56,Boston College,Georgetown University,0
166,78,Stanford University,University of Illinois at Urbana-Champaign,1
166,78,Stanford University,University of Southern California,1
166,78,University of Illinois at Urbana-Champaign,University of Southern California,3
166,79,Stanford University,University of Illinois at Urbana-Champaign,1
166,79,Stanford University,University of Southern California,1
166,79,University of Illinois at Urbana-Champaign,University of Southern California,3
166,80,Stanford University,University of Illinois at Urbana-Champaign,1
166,80,Stanford University,University of Southern California,1
166,80,University of Illinois at Urbana-Champaign,University of Southern California,1
166,81,Stanford University,University of Illinois at Urbana-Champaign,1
166,81,Stanford University,University of Southern California,1
166,81,University of Illinois at Urbana-Champaign,University of Southern California,3
166,82,Stanford University,University of Illinois at Urbana-Champaign,1
166,82,Stanford University,University of Southern California,1
166,82,University of Illinois at Urbana-Champaign,University of Southern California,1
166,83,Stanford University,University of Illinois at Urbana-Champaign,3
166,83,Stanford University,University of Southern California,2
166,83,University of Illinois at Urbana-Champaign,University of Southern California,1
166,84,Stanford University,University of Illinois at Urbana-Champaign,1
166,84,Stanford University,University of Southern California,2
166,84,University of Illinois at Urbana-Champaign,University of Southern California,1
166,85,Stanford University,University of Illinois at Urbana-Champaign,1
166,85,Stanford University,University of Southern California,1
166,85,University of Illinois at Urbana-Champaign,University of Southern California,1
166,86,Stanford University,University of Illinois at Urbana-Champaign,1
166,86,Stanford University,University of Southern California,2
166,86,University of Illinois at Urbana-Champaign,University of Southern California,1
166,87,Stanford University,University of Illinois at Urbana-Champaign,1
166,87,Stanford University,University of Southern California,0
166,87,University of Illinois at Urbana-Champaign,University of Southern California,1
168,30,Washington University in St. Louis,Bowdoin College,3
168,31,Washington University in St. Louis,Bowdoin College,1
168,32,Washington University in St. Louis,Bowdoin College,2
168,33,Washington University in St. Louis,Bowdoin College,0
168,34,Washington University in St. Louis,Bowdoin College,0
168,37,Washington University in St. Louis,Bowdoin College,3
168,39,Washington University in St. Louis,Bowdoin College,1
168,40,Washington University in St. Louis,Bowdoin College,1
168,41,Washington University in St. Louis,Bowdoin College,0
168,42,Washington University in St. Louis,Bowdoin College,2
166,68,Stanford University,University of Illinois at Urbana-Champaign,1
166,68,Stanford University,University of Southern California,0
166,68,University of Illinois at Urbana-Champaign,University of Southern California,3
166,69,Stanford University,University of Illinois at Urbana-Champaign,0
166,69,Stanford University,University of Southern California,0
166,69,University of Illinois at Urbana-Champaign,University of Southern California,0
166,70,Stanford University,University of Illinois at Urbana-Champaign,0
166,70,Stanford University,University of Southern California,0
166,70,University of Illinois at Urbana-Champaign,University of Southern California,0
166,71,Stanford University,University of Illinois at Urbana-Champaign,0
166,71,Stanford University,University of Southern California,0
166,71,University of Illinois at Urbana-Champaign,University of Southern California,0
166,72,Stanford University,University of Illinois at Urbana-Champaign,0
166,72,Stanford University,University of Southern California,0
166,72,University of Illinois at Urbana-Champaign,University of Southern California,0
166,73,Stanford University,University of Illinois at Urbana-Champaign,0
166,73,Stanford University,University of Southern California,0
166,73,University of Illinois at Urbana-Champaign,University of Southern California,0
166,74,Stanford University,University of Illinois at Urbana-Champaign,0
166,74,Stanford University,University of Southern California,1
166,74,University of Illinois at Urbana-Champaign,University of Southern California,0
166,75,Stanford University,University of Illinois at Urbana-Champaign,0
166,75,Stanford University,University of Southern California,3
166,75,University of Illinois at Urbana-Champaign,University of Southern California,0
166,76,Stanford University,University of Illinois at Urbana-Champaign,0
166,76,Stanford University,University of Southern California,0
166,76,University of Illinois at Urbana-Champaign,University of Southern California,0
166,77,Stanford University,University of Illinois at Urbana-Champaign,0
166,77,Stanford University,University of Southern California,0
166,77,University of Illinois at Urbana-Champaign,University of Southern California,0
168,16,Washington University in St. Louis,Bowdoin College,1
168,17,Washington University in St. Louis,Bowdoin College,3
168,19,Washington University in St. Louis,Bowdoin College,0
168,20,Washington University in St. Louis,Bowdoin College,0
168,21,Washington University in St. Louis,Bowdoin College,1
168,24,Washington University in St. Louis,Bowdoin College,1
168,25,Washington University in St. Louis,Bowdoin College,0
168,26,Washington University in St. Louis,Bowdoin College,1
168,28,Washington University in St. Louis,Bowdoin College,0
168,29,Washington University in St. Louis,Bowdoin College,1
166,58,Stanford University,University of Illinois at Urbana-Champaign,0
166,58,Stanford University,University of Southern California,0
166,58,University of Illinois at Urbana-Champaign,University of Southern California,0
166,59,Stanford University,University of Illinois at Urbana-Champaign,0
166,59,Stanford University,University of Southern California,0
166,59,University of Illinois at Urbana-Champaign,University of Southern California,0
166,60,Stanford University,University of Illinois at Urbana-Champaign,0
166,60,Stanford University,University of Southern California,0
166,60,University of Illinois at Urbana-Champaign,University of Southern California,0
166,61,Stanford University,University of Illinois at Urbana-Champaign,0
166,61,Stanford University,University of Southern California,0
166,61,University of Illinois at Urbana-Champaign,University of Southern California,0
166,62,Stanford University,University of Illinois at Urbana-Champaign,0
166,62,Stanford University,University of Southern California,0
166,62,University of Illinois at Urbana-Champaign,University of Southern California,0
166,63,Stanford University,University of Illinois at Urbana-Champaign,0
166,63,Stanford University,University of Southern California,0
166,63,University of Illinois at Urbana-Champaign,University of Southern California,0
166,64,Stanford University,University of Illinois at Urbana-Champaign,0
166,64,Stanford University,University of Southern California,0
166,64,University of Illinois at Urbana-Champaign,University of Southern California,0
166,65,Stanford University,University of Illinois at Urbana-Champaign,0
166,65,Stanford University,University of Southern California,0
166,65,University of Illinois at Urbana-Champaign,University of Southern California,0
166,66,Stanford University,University of Illinois at Urbana-Champaign,0
166,66,Stanford University,University of Southern California,1
166,66,University of Illinois at Urbana-Champaign,University of Southern California,0
166,67,Stanford University,University of Illinois at Urbana-Champaign,0
166,67,Stanford University,University of Southern California,0
166,67,University of Illinois at Urbana-Champaign,University of Southern California,0
168,1,Washington University in St. Louis,Bowdoin College,1
168,2,Washington University in St. Louis,Bowdoin College,1
168,4,Washington University in St. Louis,Bowdoin College,0
168,6,Washington University in St. Louis,Bowdoin College,2
168,7,Washington University in St. Louis,Bowdoin College,1
168,9,Washington University in St. Louis,Bowdoin College,2
168,10,Washington University in St. Louis,Bowdoin College,0
168,11,Washington University in St. Louis,Bowdoin College,1
168,12,Washington University in St. Louis,Bowdoin College,0
168,14,Washington University in St. Louis,Bowdoin College,0
166,38,Stanford University,University of Illinois at Urbana-Champaign,2
166,38,Stanford University,University of Southern California,2
166,38,University of Illinois at Urbana-Champaign,University of Southern California,3
166,39,Stanford University,University of Illinois at Urbana-Champaign,1
166,39,Stanford University,University of Southern California,2
166,39,University of Illinois at Urbana-Champaign,University of Southern California,0
166,40,Stanford University,University of Illinois at Urbana-Champaign,1
166,40,Stanford University,University of Southern California,2
166,40,University of Illinois at Urbana-Champaign,University of Southern California,2
166,41,Stanford University,University of Illinois at Urbana-Champaign,0
166,41,Stanford University,University of Southern California,3
166,41,University of Illinois at Urbana-Champaign,University of Southern California,0
166,42,Stanford University,University of Illinois at Urbana-Champaign,0
166,42,Stanford University,University of Southern California,1
166,42,University of Illinois at Urbana-Champaign,University of Southern California,0
166,43,Stanford University,University of Illinois at Urbana-Champaign,1
166,43,Stanford University,University of Southern California,1
166,43,University of Illinois at Urbana-Champaign,University of Southern California,0
166,44,Stanford University,University of Illinois at Urbana-Champaign,0
166,44,Stanford University,University of Southern California,0
166,44,University of Illinois at Urbana-Champaign,University of Southern California,2
166,45,Stanford University,University of Illinois at Urbana-Champaign,0
166,45,Stanford University,University of Southern California,1
166,45,University of Illinois at Urbana-Champaign,University of Southern California,0
166,46,Stanford University,University of Illinois at Urbana-Champaign,0
166,46,Stanford University,University of Southern California,3
166,46,University of Illinois at Urbana-Champaign,University of Southern California,0
166,47,Stanford University,University of Illinois at Urbana-Champaign,1
166,47,Stanford University,University of Southern California,0
166,47,University of Illinois at Urbana-Champaign,University of Southern California,0
167,18,Boston College,University of North Carolina,3
167,18,Boston College,University of Southern California,0
167,18,University of North Carolina,University of Southern California,0
167,19,Boston College,University of North Carolina,0
167,19,Boston College,University of Southern California,2
167,19,University of North Carolina,University of Southern California,2
167,21,Boston College,University of North Carolina,0
167,21,Boston College,University of Southern California,0
167,21,University of North Carolina,University of Southern California,0
167,23,Boston College,University of North Carolina,2
167,23,Boston College,University of Southern California,2
167,23,University of North Carolina,University of Southern California,2
167,24,Boston College,University of North Carolina,0
167,24,Boston College,University of Southern California,0
167,24,University of North Carolina,University of Southern California,0
167,26,Boston College,University of North Carolina,2
167,26,Boston College,University of Southern California,2
167,26,University of North Carolina,University of Southern California,3
